"","X","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme","pre_influence","post_influence","is_central","task","trial","dataset","group_id","subject","confidence"
"2450",2450,"California",638,"Dem",42,46,78,60.2,"D","solo",1,1,NA,42,78,NA,"California","D1solo1Dem","becker 2019","soloCaliforniaD1solo1Dem","638D1solo1Dem",NA
"2451",2451,"Election",1097,"Repub",200,200,200,224.6,"D","solo",1,1,NA,200,200,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","1097D1solo1Repub",NA
"2452",2452,"Taxes",680,"Dem",30,35,40,14.6,"D","solo",1,1,NA,30,40,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","680D1solo1Dem",NA
"2453",2453,"Unemployment",633,"Repub",15,15,15,4.9,"D","solo",1,1,NA,15,15,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","633D1solo1Repub",NA
"2454",2454,"Unemployment",306,"Repub",4.6,4,4,4.9,"D","solo",1,1,NA,4.6,4,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","306D1solo1Repub",NA
"2455",2455,"Unemployment",1097,"Repub",12,30,27,4.9,"D","solo",1,1,NA,12,27,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","1097D1solo1Repub",NA
"2456",2456,"California",416,"Dem",35,40,32,60.2,"D","solo",1,1,NA,35,32,NA,"California","D1solo1Dem","becker 2019","soloCaliforniaD1solo1Dem","416D1solo1Dem",NA
"2457",2457,"Unemployment",934,"Repub",11,8,10,4.9,"D","solo",1,1,NA,11,10,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","934D1solo1Repub",NA
"2458",2458,"Unemployment",876,"Dem",5,5.5,5,4.9,"D","solo",1,1,NA,5,5,NA,"Unemployment","D1solo1Dem","becker 2019","soloUnemploymentD1solo1Dem","876D1solo1Dem",NA
"2459",2459,"Taxes",416,"Dem",20,15,30,14.6,"D","solo",1,1,NA,20,30,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","416D1solo1Dem",NA
"2460",2460,"California",248,"Repub",34,46,23,60.2,"D","solo",1,1,NA,34,23,NA,"California","D1solo1Repub","becker 2019","soloCaliforniaD1solo1Repub","248D1solo1Repub",NA
"2461",2461,"California",633,"Repub",50,51,51,60.2,"D","solo",1,1,NA,50,51,NA,"California","D1solo1Repub","becker 2019","soloCaliforniaD1solo1Repub","633D1solo1Repub",NA
"2462",2462,"Unemployment",401,"Repub",4.6,5.79,4,4.9,"D","solo",1,1,NA,4.6,4,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","401D1solo1Repub",NA
"2463",2463,"California",444,"Dem",35,38,38,60.2,"D","solo",1,1,NA,35,38,NA,"California","D1solo1Dem","becker 2019","soloCaliforniaD1solo1Dem","444D1solo1Dem",NA
"2464",2464,"Unemployment",152,"Dem",8,7,6,4.9,"D","solo",1,1,NA,8,6,NA,"Unemployment","D1solo1Dem","becker 2019","soloUnemploymentD1solo1Dem","152D1solo1Dem",NA
"2465",2465,"Election",861,"Dem",NA,200,9,224.6,"D","solo",1,1,NA,NA,9,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","861D1solo1Dem",NA
"2466",2466,"Unemployment",861,"Dem",5,4,5,4.9,"D","solo",1,1,NA,5,5,NA,"Unemployment","D1solo1Dem","becker 2019","soloUnemploymentD1solo1Dem","861D1solo1Dem",NA
"2467",2467,"Taxes",2,"Dem",25,15,30,14.6,"D","solo",1,1,NA,25,30,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","2D1solo1Dem",NA
"2468",2468,"California",620,"Dem",29,28,29,60.2,"D","solo",1,1,NA,29,29,NA,"California","D1solo1Dem","becker 2019","soloCaliforniaD1solo1Dem","620D1solo1Dem",NA
"2469",2469,"Unemployment",874,"Repub",10,11,9,4.9,"D","solo",1,1,NA,10,9,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","874D1solo1Repub",NA
"2470",2470,"Election",987,"Repub",300,300,299,224.6,"D","solo",1,1,NA,300,299,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","987D1solo1Repub",NA
"2471",2471,"Taxes",485,"Dem",12,10,12,14.6,"D","solo",1,1,NA,12,12,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","485D1solo1Dem",NA
"2472",2472,"Unemployment",603,"Dem",7,6,7,4.9,"D","solo",1,1,NA,7,7,NA,"Unemployment","D1solo1Dem","becker 2019","soloUnemploymentD1solo1Dem","603D1solo1Dem",NA
"2473",2473,"Unemployment",260,"Repub",7,7,7,4.9,"D","solo",1,1,NA,7,7,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","260D1solo1Repub",NA
"2474",2474,"Unemployment",310,"Repub",10,5,8,4.9,"D","solo",1,1,NA,10,8,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","310D1solo1Repub",NA
"2475",2475,"Election",913,"Repub",435,510,515,224.6,"D","solo",1,1,NA,435,515,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","913D1solo1Repub",NA
"2476",2476,"Election",796,"Repub",2,300,200,224.6,"D","solo",1,1,NA,2,200,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","796D1solo1Repub",NA
"2477",2477,"Election",703,"Dem",NA,NA,NA,224.6,"D","solo",1,1,NA,NA,NA,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","703D1solo1Dem",NA
"2478",2478,"Taxes",462,"Dem",18.4,19,20,14.6,"D","solo",1,1,NA,18.4,20,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","462D1solo1Dem",NA
"2479",2479,"Election",1093,"Repub",240,250,300,224.6,"D","solo",1,1,NA,240,300,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","1093D1solo1Repub",NA
"2480",2480,"Election",759,"Repub",200,100,120,224.6,"D","solo",1,1,NA,200,120,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","759D1solo1Repub",NA
"2481",2481,"Unemployment",311,"Dem",5,5,5,4.9,"D","solo",1,1,NA,5,5,NA,"Unemployment","D1solo1Dem","becker 2019","soloUnemploymentD1solo1Dem","311D1solo1Dem",NA
"2482",2482,"Election",619,"Repub",190,220,290,224.6,"D","solo",1,1,NA,190,290,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","619D1solo1Repub",NA
"2483",2483,"California",260,"Repub",29,31,32,60.2,"D","solo",1,1,NA,29,32,NA,"California","D1solo1Repub","becker 2019","soloCaliforniaD1solo1Repub","260D1solo1Repub",NA
"2484",2484,"California",1098,"Repub",39,39,39,60.2,"D","solo",1,1,NA,39,39,NA,"California","D1solo1Repub","becker 2019","soloCaliforniaD1solo1Repub","1098D1solo1Repub",NA
"2485",2485,"Unemployment",2,"Dem",6,6.5,7,4.9,"D","solo",1,1,NA,6,7,NA,"Unemployment","D1solo1Dem","becker 2019","soloUnemploymentD1solo1Dem","2D1solo1Dem",NA
"2486",2486,"Election",876,"Dem",225,275,300,224.6,"D","solo",1,1,NA,225,300,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","876D1solo1Dem",NA
"2487",2487,"Taxes",987,"Repub",14,14.5,14.4,14.6,"D","solo",1,1,NA,14,14.4,NA,"Taxes","D1solo1Repub","becker 2019","soloTaxesD1solo1Repub","987D1solo1Repub",NA
"2488",2488,"Unemployment",753,"Repub",4,5,6,4.9,"D","solo",1,1,NA,4,6,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","753D1solo1Repub",NA
"2489",2489,"Unemployment",248,"Repub",15,18,18,4.9,"D","solo",1,1,NA,15,18,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","248D1solo1Repub",NA
"2490",2490,"Taxes",795,"Dem",NA,16,12,14.6,"D","solo",1,1,NA,NA,12,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","795D1solo1Dem",NA
"2491",2491,"Unemployment",785,"Dem",5,7,5,4.9,"D","solo",1,1,NA,5,5,NA,"Unemployment","D1solo1Dem","becker 2019","soloUnemploymentD1solo1Dem","785D1solo1Dem",NA
"2492",2492,"Election",566,"Dem",200,200,200,224.6,"D","solo",1,1,NA,200,200,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","566D1solo1Dem",NA
"2493",2493,"Taxes",306,"Repub",22.3,22,22,14.6,"D","solo",1,1,NA,22.3,22,NA,"Taxes","D1solo1Repub","becker 2019","soloTaxesD1solo1Repub","306D1solo1Repub",NA
"2494",2494,"Taxes",638,"Dem",24,24.5,24.2,14.6,"D","solo",1,1,NA,24,24.2,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","638D1solo1Dem",NA
"2495",2495,"California",188,"Dem",47,49,41,60.2,"D","solo",1,1,NA,47,41,NA,"California","D1solo1Dem","becker 2019","soloCaliforniaD1solo1Dem","188D1solo1Dem",NA
"2496",2496,"Taxes",1097,"Repub",35,40,40,14.6,"D","solo",1,1,NA,35,40,NA,"Taxes","D1solo1Repub","becker 2019","soloTaxesD1solo1Repub","1097D1solo1Repub",NA
"2497",2497,"Taxes",418,"Repub",24,26,22,14.6,"D","solo",1,1,NA,24,22,NA,"Taxes","D1solo1Repub","becker 2019","soloTaxesD1solo1Repub","418D1solo1Repub",NA
"2498",2498,"Taxes",876,"Dem",25,30,35,14.6,"D","solo",1,1,NA,25,35,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","876D1solo1Dem",NA
"2499",2499,"Taxes",579,"Dem",26,25,23,14.6,"D","solo",1,1,NA,26,23,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","579D1solo1Dem",NA
"2500",2500,"Election",480,"Repub",300,325,250,224.6,"D","solo",1,1,NA,300,250,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","480D1solo1Repub",NA
"2501",2501,"Unemployment",779,"Repub",4,4,4,4.9,"D","solo",1,1,NA,4,4,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","779D1solo1Repub",NA
"2502",2502,"Taxes",912,"Repub",17,17.6,17,14.6,"D","solo",1,1,NA,17,17,NA,"Taxes","D1solo1Repub","becker 2019","soloTaxesD1solo1Repub","912D1solo1Repub",NA
"2503",2503,"Election",41,"Repub",245,200,199,224.6,"D","solo",1,1,NA,245,199,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","41D1solo1Repub",NA
"2504",2504,"Taxes",633,"Repub",21.2,21.2,21.4,14.6,"D","solo",1,1,NA,21.2,21.4,NA,"Taxes","D1solo1Repub","becker 2019","soloTaxesD1solo1Repub","633D1solo1Repub",NA
"2505",2505,"Election",472,"Dem",187,186,187,224.6,"D","solo",1,1,NA,187,187,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","472D1solo1Dem",NA
"2506",2506,"California",676,"Dem",20,15,10,60.2,"D","solo",1,1,NA,20,10,NA,"California","D1solo1Dem","becker 2019","soloCaliforniaD1solo1Dem","676D1solo1Dem",NA
"2507",2507,"Election",569,"Repub",120,110,70,224.6,"D","solo",1,1,NA,120,70,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","569D1solo1Repub",NA
"2508",2508,"Election",603,"Dem",275,285,280,224.6,"D","solo",1,1,NA,275,280,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","603D1solo1Dem",NA
"2509",2509,"Unemployment",567,"Repub",18,3,4.35,4.9,"D","solo",1,1,NA,18,4.35,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","567D1solo1Repub",NA
"2510",2510,"Taxes",796,"Repub",20,25,30,14.6,"D","solo",1,1,NA,20,30,NA,"Taxes","D1solo1Repub","becker 2019","soloTaxesD1solo1Repub","796D1solo1Repub",NA
"2511",2511,"Election",81,"Repub",9,9,9,224.6,"D","solo",1,1,NA,9,9,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","81D1solo1Repub",NA
"2512",2512,"Unemployment",1093,"Repub",16,18,19,4.9,"D","solo",1,1,NA,16,19,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","1093D1solo1Repub",NA
"2513",2513,"Election",912,"Repub",274,271,271,224.6,"D","solo",1,1,NA,274,271,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","912D1solo1Repub",NA
"2514",2514,"California",779,"Repub",40,NA,30,60.2,"D","solo",1,1,NA,40,30,NA,"California","D1solo1Repub","becker 2019","soloCaliforniaD1solo1Repub","779D1solo1Repub",NA
"2515",2515,"Taxes",442,"Dem",24,25,24,14.6,"D","solo",1,1,NA,24,24,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","442D1solo1Dem",NA
"2516",2516,"Election",795,"Dem",196,205,197,224.6,"D","solo",1,1,NA,196,197,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","795D1solo1Dem",NA
"2517",2517,"Taxes",619,"Repub",15,8,5,14.6,"D","solo",1,1,NA,15,5,NA,"Taxes","D1solo1Repub","becker 2019","soloTaxesD1solo1Repub","619D1solo1Repub",NA
"2518",2518,"Election",165,"Dem",230,30,245,224.6,"D","solo",1,1,NA,230,245,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","165D1solo1Dem",NA
"2519",2519,"Unemployment",418,"Repub",18,22,9,4.9,"D","solo",1,1,NA,18,9,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","418D1solo1Repub",NA
"2520",2520,"Election",904,"Dem",200,250,280,224.6,"D","solo",1,1,NA,200,280,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","904D1solo1Dem",NA
"2521",2521,"Election",676,"Dem",250,200,150,224.6,"D","solo",1,1,NA,250,150,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","676D1solo1Dem",NA
"2522",2522,"Taxes",676,"Dem",25,20,35,14.6,"D","solo",1,1,NA,25,35,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","676D1solo1Dem",NA
"2523",2523,"Unemployment",81,"Repub",4.7,4.7,4.7,4.9,"D","solo",1,1,NA,4.7,4.7,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","81D1solo1Repub",NA
"2524",2524,"Election",206,"Dem",200,500,500,224.6,"D","solo",1,1,NA,200,500,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","206D1solo1Dem",NA
"2525",2525,"Taxes",248,"Repub",22.5,22,22,14.6,"D","solo",1,1,NA,22.5,22,NA,"Taxes","D1solo1Repub","becker 2019","soloTaxesD1solo1Repub","248D1solo1Repub",NA
"2526",2526,"Election",248,"Repub",210.6,225.8,225.6,224.6,"D","solo",1,1,NA,210.6,225.6,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","248D1solo1Repub",NA
"2527",2527,"Unemployment",904,"Dem",10,5,4.5,4.9,"D","solo",1,1,NA,10,4.5,NA,"Unemployment","D1solo1Dem","becker 2019","soloUnemploymentD1solo1Dem","904D1solo1Dem",NA
"2528",2528,"California",912,"Repub",55,48,53,60.2,"D","solo",1,1,NA,55,53,NA,"California","D1solo1Repub","becker 2019","soloCaliforniaD1solo1Repub","912D1solo1Repub",NA
"2529",2529,"Election",934,"Repub",219,257,293,224.6,"D","solo",1,1,NA,219,293,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","934D1solo1Repub",NA
"2530",2530,"Taxes",188,"Dem",22,26,24,14.6,"D","solo",1,1,NA,22,24,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","188D1solo1Dem",NA
"2531",2531,"Election",633,"Repub",275,275,275,224.6,"D","solo",1,1,NA,275,275,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","633D1solo1Repub",NA
"2532",2532,"Unemployment",831,"Dem",7,8,8,4.9,"D","solo",1,1,NA,7,8,NA,"Unemployment","D1solo1Dem","becker 2019","soloUnemploymentD1solo1Dem","831D1solo1Dem",NA
"2533",2533,"Election",638,"Dem",112,125,126,224.6,"D","solo",1,1,NA,112,126,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","638D1solo1Dem",NA
"2534",2534,"California",913,"Repub",65,79,82,60.2,"D","solo",1,1,NA,65,82,NA,"California","D1solo1Repub","becker 2019","soloCaliforniaD1solo1Repub","913D1solo1Repub",NA
"2535",2535,"Election",585,"Dem",240,200,140,224.6,"D","solo",1,1,NA,240,140,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","585D1solo1Dem",NA
"2536",2536,"Election",306,"Repub",350,349.6,349,224.6,"D","solo",1,1,NA,350,349,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","306D1solo1Repub",NA
"2537",2537,"Unemployment",605,"Repub",10,8,5.6,4.9,"D","solo",1,1,NA,10,5.6,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","605D1solo1Repub",NA
"2538",2538,"Election",567,"Repub",50,150,150,224.6,"D","solo",1,1,NA,50,150,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","567D1solo1Repub",NA
"2539",2539,"Unemployment",912,"Repub",7,6,6,4.9,"D","solo",1,1,NA,7,6,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","912D1solo1Repub",NA
"2540",2540,"Election",403,"Repub",NA,NA,NA,224.6,"D","solo",1,1,NA,NA,NA,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","403D1solo1Repub",NA
"2541",2541,"California",567,"Repub",70,60,65,60.2,"D","solo",1,1,NA,70,65,NA,"California","D1solo1Repub","becker 2019","soloCaliforniaD1solo1Repub","567D1solo1Repub",NA
"2542",2542,"Unemployment",444,"Dem",5,6,5,4.9,"D","solo",1,1,NA,5,5,NA,"Unemployment","D1solo1Dem","becker 2019","soloUnemploymentD1solo1Dem","444D1solo1Dem",NA
"2543",2543,"Taxes",152,"Dem",23,20,25,14.6,"D","solo",1,1,NA,23,25,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","152D1solo1Dem",NA
"2544",2544,"California",861,"Dem",50,65,55,60.2,"D","solo",1,1,NA,50,55,NA,"California","D1solo1Dem","becker 2019","soloCaliforniaD1solo1Dem","861D1solo1Dem",NA
"2545",2545,"Unemployment",796,"Repub",40,65,55,4.9,"D","solo",1,1,NA,40,55,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","796D1solo1Repub",NA
"2546",2546,"California",759,"Repub",30,25,42,60.2,"D","solo",1,1,NA,30,42,NA,"California","D1solo1Repub","becker 2019","soloCaliforniaD1solo1Repub","759D1solo1Repub",NA
"2547",2547,"California",796,"Repub",58,70,60,60.2,"D","solo",1,1,NA,58,60,NA,"California","D1solo1Repub","becker 2019","soloCaliforniaD1solo1Repub","796D1solo1Repub",NA
"2548",2548,"Taxes",260,"Repub",22,23,23,14.6,"D","solo",1,1,NA,22,23,NA,"Taxes","D1solo1Repub","becker 2019","soloTaxesD1solo1Repub","260D1solo1Repub",NA
"2549",2549,"Election",579,"Dem",72,75,74,224.6,"D","solo",1,1,NA,72,74,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","579D1solo1Dem",NA
"2550",2550,"Election",753,"Repub",275,274,270,224.6,"D","solo",1,1,NA,275,270,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","753D1solo1Repub",NA
"2551",2551,"Taxes",165,"Dem",20,29,29,14.6,"D","solo",1,1,NA,20,29,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","165D1solo1Dem",NA
"2552",2552,"Election",311,"Dem",300,75,75,224.6,"D","solo",1,1,NA,300,75,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","311D1solo1Dem",NA
"2553",2553,"Taxes",444,"Dem",22,15,25,14.6,"D","solo",1,1,NA,22,25,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","444D1solo1Dem",NA
"2554",2554,"Election",485,"Dem",285,300,285,224.6,"D","solo",1,1,NA,285,285,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","485D1solo1Dem",NA
"2555",2555,"Unemployment",638,"Dem",6,5.8,6.2,4.9,"D","solo",1,1,NA,6,6.2,NA,"Unemployment","D1solo1Dem","becker 2019","soloUnemploymentD1solo1Dem","638D1solo1Dem",NA
"2556",2556,"Unemployment",619,"Repub",5,6,4,4.9,"D","solo",1,1,NA,5,4,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","619D1solo1Repub",NA
"2557",2557,"Election",2,"Dem",150,245,200,224.6,"D","solo",1,1,NA,150,200,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","2D1solo1Dem",NA
"2558",2558,"Taxes",831,"Dem",15,25,23,14.6,"D","solo",1,1,NA,15,23,NA,"Taxes","D1solo1Dem","becker 2019","soloTaxesD1solo1Dem","831D1solo1Dem",NA
"2559",2559,"California",795,"Dem",65,52,42,60.2,"D","solo",1,1,NA,65,42,NA,"California","D1solo1Dem","becker 2019","soloCaliforniaD1solo1Dem","795D1solo1Dem",NA
"2560",2560,"California",41,"Repub",60,65,49,60.2,"D","solo",1,1,NA,60,49,NA,"California","D1solo1Repub","becker 2019","soloCaliforniaD1solo1Repub","41D1solo1Repub",NA
"2561",2561,"Unemployment",148,"Repub",5,7,6,4.9,"D","solo",1,1,NA,5,6,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","148D1solo1Repub",NA
"2562",2562,"Unemployment",58,"Dem",3,4,4,4.9,"D","solo",1,1,NA,3,4,NA,"Unemployment","D1solo1Dem","becker 2019","soloUnemploymentD1solo1Dem","58D1solo1Dem",NA
"2563",2563,"California",965,"Dem",63,52,55,60.2,"D","solo",1,1,NA,63,55,NA,"California","D1solo1Dem","becker 2019","soloCaliforniaD1solo1Dem","965D1solo1Dem",NA
"2564",2564,"Taxes",753,"Repub",12,13,14,14.6,"D","solo",1,1,NA,12,14,NA,"Taxes","D1solo1Repub","becker 2019","soloTaxesD1solo1Repub","753D1solo1Repub",NA
"2565",2565,"California",165,"Dem",50,58,58,60.2,"D","solo",1,1,NA,50,58,NA,"California","D1solo1Dem","becker 2019","soloCaliforniaD1solo1Dem","165D1solo1Dem",NA
"2566",2566,"California",2,"Dem",45,30,40,60.2,"D","solo",1,1,NA,45,40,NA,"California","D1solo1Dem","becker 2019","soloCaliforniaD1solo1Dem","2D1solo1Dem",NA
"2567",2567,"Election",152,"Dem",240,215,220,224.6,"D","solo",1,1,NA,240,220,NA,"Election","D1solo1Dem","becker 2019","soloElectionD1solo1Dem","152D1solo1Dem",NA
"2568",2568,"Unemployment",579,"Dem",4.7,5,6,4.9,"D","solo",1,1,NA,4.7,6,NA,"Unemployment","D1solo1Dem","becker 2019","soloUnemploymentD1solo1Dem","579D1solo1Dem",NA
"2569",2569,"Unemployment",472,"Dem",4,4,4,4.9,"D","solo",1,1,NA,4,4,NA,"Unemployment","D1solo1Dem","becker 2019","soloUnemploymentD1solo1Dem","472D1solo1Dem",NA
"2570",2570,"Unemployment",759,"Repub",15,4.7,4,4.9,"D","solo",1,1,NA,15,4,NA,"Unemployment","D1solo1Repub","becker 2019","soloUnemploymentD1solo1Repub","759D1solo1Repub",NA
"2571",2571,"California",306,"Repub",56,86,82,60.2,"D","solo",1,1,NA,56,82,NA,"California","D1solo1Repub","becker 2019","soloCaliforniaD1solo1Repub","306D1solo1Repub",NA
"2572",2572,"Election",260,"Repub",286,290,297,224.6,"D","solo",1,1,NA,286,297,NA,"Election","D1solo1Repub","becker 2019","soloElectionD1solo1Repub","260D1solo1Repub",NA
"2573",2573,"Taxes",182,"Dem",13.6,14,14,14.6,"B","decentralized",1,1,NA,13.6,14,NA,"Taxes","B1decentralized1Dem","becker 2019","decentralizedTaxesB1decentralized1Dem","182B1decentralized1Dem",NA
"2574",2574,"Unemployment",150,"Dem",7,4.8,4.7,4.9,"B","decentralized",1,1,NA,7,4.7,NA,"Unemployment","B1decentralized1Dem","becker 2019","decentralizedUnemploymentB1decentralized1Dem","150B1decentralized1Dem",NA
"2575",2575,"Election",153,"Dem",250,300,325,224.6,"B","decentralized",1,1,NA,250,325,NA,"Election","B1decentralized1Dem","becker 2019","decentralizedElectionB1decentralized1Dem","153B1decentralized1Dem",NA
"2576",2576,"Unemployment",182,"Dem",4.9,4.7,5,4.9,"B","decentralized",1,1,NA,4.9,5,NA,"Unemployment","B1decentralized1Dem","becker 2019","decentralizedUnemploymentB1decentralized1Dem","182B1decentralized1Dem",NA
"2577",2577,"Election",182,"Dem",227,227,227,224.6,"B","decentralized",1,1,NA,227,227,NA,"Election","B1decentralized1Dem","becker 2019","decentralizedElectionB1decentralized1Dem","182B1decentralized1Dem",NA
"2578",2578,"California",139,"Dem",26,51,42,60.2,"B","decentralized",1,1,NA,26,42,NA,"California","B1decentralized1Dem","becker 2019","decentralizedCaliforniaB1decentralized1Dem","139B1decentralized1Dem",NA
"2579",2579,"California",182,"Dem",40,42,42,60.2,"B","decentralized",1,1,NA,40,42,NA,"California","B1decentralized1Dem","becker 2019","decentralizedCaliforniaB1decentralized1Dem","182B1decentralized1Dem",NA
"2580",2580,"Election",129,"Dem",NA,210,221,224.6,"B","decentralized",1,1,NA,NA,221,NA,"Election","B1decentralized1Dem","becker 2019","decentralizedElectionB1decentralized1Dem","129B1decentralized1Dem",NA
"2581",2581,"Unemployment",139,"Dem",5,7,7,4.9,"B","decentralized",1,1,NA,5,7,NA,"Unemployment","B1decentralized1Dem","becker 2019","decentralizedUnemploymentB1decentralized1Dem","139B1decentralized1Dem",NA
"2582",2582,"Taxes",146,"Dem",20,18,19,14.6,"B","decentralized",1,1,NA,20,19,NA,"Taxes","B1decentralized1Dem","becker 2019","decentralizedTaxesB1decentralized1Dem","146B1decentralized1Dem",NA
"2583",2583,"Election",150,"Dem",259,300,227,224.6,"B","decentralized",1,1,NA,259,227,NA,"Election","B1decentralized1Dem","becker 2019","decentralizedElectionB1decentralized1Dem","150B1decentralized1Dem",NA
