"","X","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme","pre_influence","post_influence","task","trial","dataset"
"1518",1518,"California",329,"Dem",60,50,70,60.2,"A","decentralized",1,1,NA,60,70,"California","A1decentralized1Dem","becker 2019"
"1519",1519,"Taxes",319,"Dem",17,17,17,14.6,"A","decentralized",1,1,NA,17,17,"Taxes","A1decentralized1Dem","becker 2019"
"1520",1520,"Unemployment",329,"Dem",6,4.5,4.5,4.9,"A","decentralized",1,1,NA,6,4.5,"Unemployment","A1decentralized1Dem","becker 2019"
"1521",1521,"Unemployment",343,"Dem",68,4.7,5,4.9,"A","decentralized",1,1,NA,68,5,"Unemployment","A1decentralized1Dem","becker 2019"
"1522",1522,"Taxes",331,"Dem",32,35,38,14.6,"A","decentralized",1,1,NA,32,38,"Taxes","A1decentralized1Dem","becker 2019"
"1523",1523,"Taxes",285,"Dem",10,15,18,14.6,"A","decentralized",1,1,NA,10,18,"Taxes","A1decentralized1Dem","becker 2019"
"1524",1524,"California",319,"Dem",50,55,45,60.2,"A","decentralized",1,1,NA,50,45,"California","A1decentralized1Dem","becker 2019"
"1525",1525,"Unemployment",282,"Dem",4.7,4.7,4.7,4.9,"A","decentralized",1,1,NA,4.7,4.7,"Unemployment","A1decentralized1Dem","becker 2019"
"1526",1526,"California",304,"Dem",32,23,48,60.2,"A","decentralized",1,1,NA,32,48,"California","A1decentralized1Dem","becker 2019"
"1527",1527,"Taxes",345,"Dem",33,34,35,14.6,"A","decentralized",1,1,NA,33,35,"Taxes","A1decentralized1Dem","becker 2019"
"1528",1528,"Election",285,"Dem",270,260,265,224.6,"A","decentralized",1,1,NA,270,265,"Election","A1decentralized1Dem","becker 2019"
"1529",1529,"Taxes",323,"Dem",22,19,22,14.6,"A","decentralized",1,1,NA,22,22,"Taxes","A1decentralized1Dem","becker 2019"
"1530",1530,"California",300,"Dem",29.5,27,23.1,60.2,"A","decentralized",1,1,NA,29.5,23.1,"California","A1decentralized1Dem","becker 2019"
"1531",1531,"Taxes",343,"Dem",16.5,17.4,17,14.6,"A","decentralized",1,1,NA,16.5,17,"Taxes","A1decentralized1Dem","becker 2019"
"1532",1532,"California",287,"Dem",80,75,90,60.2,"A","decentralized",1,1,NA,80,90,"California","A1decentralized1Dem","becker 2019"
"1533",1533,"California",343,"Dem",33,38,38,60.2,"A","decentralized",1,1,NA,33,38,"California","A1decentralized1Dem","becker 2019"
"1534",1534,"Unemployment",289,"Dem",6,5,5,4.9,"A","decentralized",1,1,NA,6,5,"Unemployment","A1decentralized1Dem","becker 2019"
"1535",1535,"Election",292,"Dem",198.5,198.5,198.5,224.6,"A","decentralized",1,1,NA,198.5,198.5,"Election","A1decentralized1Dem","becker 2019"
"1536",1536,"Unemployment",300,"Dem",6,5,6,4.9,"A","decentralized",1,1,NA,6,6,"Unemployment","A1decentralized1Dem","becker 2019"
"1537",1537,"Election",341,"Dem",240,234.6,234.6,224.6,"A","decentralized",1,1,NA,240,234.6,"Election","A1decentralized1Dem","becker 2019"
"1538",1538,"Unemployment",298,"Dem",4.5,4.8,4.8,4.9,"A","decentralized",1,1,NA,4.5,4.8,"Unemployment","A1decentralized1Dem","becker 2019"
"1539",1539,"Taxes",304,"Dem",27,14,19,14.6,"A","decentralized",1,1,NA,27,19,"Taxes","A1decentralized1Dem","becker 2019"
"1540",1540,"Election",304,"Dem",123,10,10,224.6,"A","decentralized",1,1,NA,123,10,"Election","A1decentralized1Dem","becker 2019"
"1541",1541,"Taxes",314,"Dem",16,22,16,14.6,"A","decentralized",1,1,NA,16,16,"Taxes","A1decentralized1Dem","becker 2019"
"1542",1542,"Unemployment",313,"Dem",9,10,9,4.9,"A","decentralized",1,1,NA,9,9,"Unemployment","A1decentralized1Dem","becker 2019"
"1543",1543,"Election",319,"Dem",200,190,195,224.6,"A","decentralized",1,1,NA,200,195,"Election","A1decentralized1Dem","becker 2019"
"1544",1544,"California",339,"Dem",30,33,35,60.2,"A","decentralized",1,1,NA,30,35,"California","A1decentralized1Dem","becker 2019"
"1545",1545,"Taxes",283,"Dem",20,21,20,14.6,"A","decentralized",1,1,NA,20,20,"Taxes","A1decentralized1Dem","becker 2019"
"1546",1546,"Unemployment",304,"Dem",5,5,5,4.9,"A","decentralized",1,1,NA,5,5,"Unemployment","A1decentralized1Dem","becker 2019"
"1547",1547,"Unemployment",285,"Dem",5,4,6,4.9,"A","decentralized",1,1,NA,5,6,"Unemployment","A1decentralized1Dem","becker 2019"
"1548",1548,"California",285,"Dem",55,52,54,60.2,"A","decentralized",1,1,NA,55,54,"California","A1decentralized1Dem","becker 2019"
"1549",1549,"Taxes",293,"Dem",12,20,16,14.6,"A","decentralized",1,1,NA,12,16,"Taxes","A1decentralized1Dem","becker 2019"
"1550",1550,"Unemployment",340,"Dem",20,8,4,4.9,"A","decentralized",1,1,NA,20,4,"Unemployment","A1decentralized1Dem","becker 2019"
"1551",1551,"Unemployment",341,"Dem",6,4.7,4.7,4.9,"A","decentralized",1,1,NA,6,4.7,"Unemployment","A1decentralized1Dem","becker 2019"
"1552",1552,"Taxes",317,"Dem",21,18,19,14.6,"A","decentralized",1,1,NA,21,19,"Taxes","A1decentralized1Dem","becker 2019"
"1553",1553,"Unemployment",287,"Dem",9,10,11,4.9,"A","decentralized",1,1,NA,9,11,"Unemployment","A1decentralized1Dem","becker 2019"
"1554",1554,"Unemployment",339,"Dem",8,8,8,4.9,"A","decentralized",1,1,NA,8,8,"Unemployment","A1decentralized1Dem","becker 2019"
"1555",1555,"Unemployment",331,"Dem",4,5,5,4.9,"A","decentralized",1,1,NA,4,5,"Unemployment","A1decentralized1Dem","becker 2019"
"1556",1556,"Election",337,"Dem",123,170,75,224.6,"A","decentralized",1,1,NA,123,75,"Election","A1decentralized1Dem","becker 2019"
"1557",1557,"Election",317,"Dem",150,NA,200,224.6,"A","decentralized",1,1,NA,150,200,"Election","A1decentralized1Dem","becker 2019"
"1558",1558,"Unemployment",348,"Dem",4,5,6,4.9,"A","decentralized",1,1,NA,4,6,"Unemployment","A1decentralized1Dem","becker 2019"
"1559",1559,"California",293,"Dem",55,52,50,60.2,"A","decentralized",1,1,NA,55,50,"California","A1decentralized1Dem","becker 2019"
"1560",1560,"Unemployment",288,"Dem",13,13,6,4.9,"A","decentralized",1,1,NA,13,6,"Unemployment","A1decentralized1Dem","becker 2019"
"1561",1561,"Unemployment",342,"Dem",5,4.9,5,4.9,"A","decentralized",1,1,NA,5,5,"Unemployment","A1decentralized1Dem","becker 2019"
"1562",1562,"Taxes",300,"Dem",NA,25,20,14.6,"A","decentralized",1,1,NA,NA,20,"Taxes","A1decentralized1Dem","becker 2019"
"1563",1563,"Election",323,"Dem",230,180,175,224.6,"A","decentralized",1,1,NA,230,175,"Election","A1decentralized1Dem","becker 2019"
"1564",1564,"Election",331,"Dem",214,215,475,224.6,"A","decentralized",1,1,NA,214,475,"Election","A1decentralized1Dem","becker 2019"
"1565",1565,"California",345,"Dem",4.9,NA,68,60.2,"A","decentralized",1,1,NA,4.9,68,"California","A1decentralized1Dem","becker 2019"
"1566",1566,"California",288,"Dem",40,37,37,60.2,"A","decentralized",1,1,NA,40,37,"California","A1decentralized1Dem","becker 2019"
"1567",1567,"California",289,"Dem",17,20,27,60.2,"A","decentralized",1,1,NA,17,27,"California","A1decentralized1Dem","becker 2019"
"1568",1568,"California",323,"Dem",40,42,44,60.2,"A","decentralized",1,1,NA,40,44,"California","A1decentralized1Dem","becker 2019"
"1569",1569,"Taxes",341,"Dem",14,14.5,15,14.6,"A","decentralized",1,1,NA,14,15,"Taxes","A1decentralized1Dem","becker 2019"
"1570",1570,"Election",293,"Dem",200,160,74,224.6,"A","decentralized",1,1,NA,200,74,"Election","A1decentralized1Dem","becker 2019"
"1571",1571,"California",317,"Dem",45,56,25,60.2,"A","decentralized",1,1,NA,45,25,"California","A1decentralized1Dem","becker 2019"
"1572",1572,"Taxes",292,"Dem",15.4,34,34,14.6,"A","decentralized",1,1,NA,15.4,34,"Taxes","A1decentralized1Dem","becker 2019"
"1573",1573,"Election",340,"Dem",250,272,260,224.6,"A","decentralized",1,1,NA,250,260,"Election","A1decentralized1Dem","becker 2019"
"1574",1574,"Unemployment",337,"Dem",19,4.7,4.7,4.9,"A","decentralized",1,1,NA,19,4.7,"Unemployment","A1decentralized1Dem","becker 2019"
"1575",1575,"California",340,"Dem",35,32,38,60.2,"A","decentralized",1,1,NA,35,38,"California","A1decentralized1Dem","becker 2019"
"1576",1576,"Unemployment",326,"Dem",40,5,6,4.9,"A","decentralized",1,1,NA,40,6,"Unemployment","A1decentralized1Dem","becker 2019"
"1577",1577,"Election",348,"Dem",165,181,165,224.6,"A","decentralized",1,1,NA,165,165,"Election","A1decentralized1Dem","becker 2019"
"1578",1578,"Unemployment",322,"Dem",5,4,4,4.9,"A","decentralized",1,1,NA,5,4,"Unemployment","A1decentralized1Dem","becker 2019"
"1579",1579,"Unemployment",319,"Dem",4,4,4,4.9,"A","decentralized",1,1,NA,4,4,"Unemployment","A1decentralized1Dem","becker 2019"
"1580",1580,"Taxes",287,"Dem",20,15,14,14.6,"A","decentralized",1,1,NA,20,14,"Taxes","A1decentralized1Dem","becker 2019"
"1581",1581,"California",313,"Dem",50,47,45,60.2,"A","decentralized",1,1,NA,50,45,"California","A1decentralized1Dem","becker 2019"
"1582",1582,"Election",283,"Dem",200,215,200,224.6,"A","decentralized",1,1,NA,200,200,"Election","A1decentralized1Dem","becker 2019"
"1583",1583,"Election",314,"Dem",207.9,197,174,224.6,"A","decentralized",1,1,NA,207.9,174,"Election","A1decentralized1Dem","becker 2019"
"1584",1584,"Election",287,"Dem",300,250,150,224.6,"A","decentralized",1,1,NA,300,150,"Election","A1decentralized1Dem","becker 2019"
"1585",1585,"California",341,"Dem",22,6.5,60.2,60.2,"A","decentralized",1,1,NA,22,60.2,"California","A1decentralized1Dem","becker 2019"
"1586",1586,"Election",289,"Dem",100,150,152,224.6,"A","decentralized",1,1,NA,100,152,"Election","A1decentralized1Dem","becker 2019"
"1587",1587,"Unemployment",293,"Dem",6,8,4,4.9,"A","decentralized",1,1,NA,6,4,"Unemployment","A1decentralized1Dem","becker 2019"
"1588",1588,"Election",295,"Dem",220,220,220,224.6,"A","decentralized",1,1,NA,220,220,"Election","A1decentralized1Dem","becker 2019"
"1589",1589,"Unemployment",317,"Dem",5,5,5,4.9,"A","decentralized",1,1,NA,5,5,"Unemployment","A1decentralized1Dem","becker 2019"
"1590",1590,"Taxes",333,"Dem",20,18,20,14.6,"A","decentralized",1,1,NA,20,20,"Taxes","A1decentralized1Dem","becker 2019"
"1591",1591,"Unemployment",292,"Dem",7,7,7,4.9,"A","decentralized",1,1,NA,7,7,"Unemployment","A1decentralized1Dem","becker 2019"
"1592",1592,"California",283,"Dem",52,49,47,60.2,"A","decentralized",1,1,NA,52,47,"California","A1decentralized1Dem","becker 2019"
"1593",1593,"Taxes",298,"Dem",12,12,12,14.6,"A","decentralized",1,1,NA,12,12,"Taxes","A1decentralized1Dem","becker 2019"
"1594",1594,"Taxes",322,"Dem",23,23,23,14.6,"A","decentralized",1,1,NA,23,23,"Taxes","A1decentralized1Dem","becker 2019"
"1595",1595,"California",333,"Dem",40,50,45,60.2,"A","decentralized",1,1,NA,40,45,"California","A1decentralized1Dem","becker 2019"
"1596",1596,"California",295,"Dem",52,52,52,60.2,"A","decentralized",1,1,NA,52,52,"California","A1decentralized1Dem","becker 2019"
"1597",1597,"California",309,"Dem",55,54,55,60.2,"A","decentralized",1,1,NA,55,55,"California","A1decentralized1Dem","becker 2019"
"1598",1598,"Unemployment",335,"Dem",4.7,5,4,4.9,"A","decentralized",1,1,NA,4.7,4,"Unemployment","A1decentralized1Dem","becker 2019"
"1599",1599,"California",298,"Dem",64,54,52,60.2,"A","decentralized",1,1,NA,64,52,"California","A1decentralized1Dem","becker 2019"
"1600",1600,"California",326,"Dem",30,40,30,60.2,"A","decentralized",1,1,NA,30,30,"California","A1decentralized1Dem","becker 2019"
"1601",1601,"Unemployment",333,"Dem",16,5,5,4.9,"A","decentralized",1,1,NA,16,5,"Unemployment","A1decentralized1Dem","becker 2019"
"1602",1602,"Taxes",309,"Dem",15,15,15,14.6,"A","decentralized",1,1,NA,15,15,"Taxes","A1decentralized1Dem","becker 2019"
"1603",1603,"California",314,"Dem",64,54,49,60.2,"A","decentralized",1,1,NA,64,49,"California","A1decentralized1Dem","becker 2019"
"1604",1604,"Election",300,"Dem",164.9,115,107,224.6,"A","decentralized",1,1,NA,164.9,107,"Election","A1decentralized1Dem","becker 2019"
"1605",1605,"Taxes",288,"Dem",25,21,23,14.6,"A","decentralized",1,1,NA,25,23,"Taxes","A1decentralized1Dem","becker 2019"
"1606",1606,"California",337,"Dem",40,20,38,60.2,"A","decentralized",1,1,NA,40,38,"California","A1decentralized1Dem","becker 2019"
"1607",1607,"Taxes",337,"Dem",40,40,40,14.6,"A","decentralized",1,1,NA,40,40,"Taxes","A1decentralized1Dem","becker 2019"
"1608",1608,"Election",339,"Dem",300,250,240,224.6,"A","decentralized",1,1,NA,300,240,"Election","A1decentralized1Dem","becker 2019"
"1609",1609,"Taxes",340,"Dem",25,22,23,14.6,"A","decentralized",1,1,NA,25,23,"Taxes","A1decentralized1Dem","becker 2019"
"1610",1610,"Unemployment",295,"Dem",4.1,4,4,4.9,"A","decentralized",1,1,NA,4.1,4,"Unemployment","A1decentralized1Dem","becker 2019"
"1611",1611,"Election",288,"Dem",95,157,131,224.6,"A","decentralized",1,1,NA,95,131,"Election","A1decentralized1Dem","becker 2019"
"1612",1612,"Election",322,"Dem",3,35,180,224.6,"A","decentralized",1,1,NA,3,180,"Election","A1decentralized1Dem","becker 2019"
"1613",1613,"Election",333,"Dem",200,540,400,224.6,"A","decentralized",1,1,NA,200,400,"Election","A1decentralized1Dem","becker 2019"
"1614",1614,"California",348,"Dem",55,52,52,60.2,"A","decentralized",1,1,NA,55,52,"California","A1decentralized1Dem","becker 2019"
"1615",1615,"Taxes",313,"Dem",27,27,25,14.6,"A","decentralized",1,1,NA,27,25,"Taxes","A1decentralized1Dem","becker 2019"
"1616",1616,"California",335,"Dem",55,52,57,60.2,"A","decentralized",1,1,NA,55,57,"California","A1decentralized1Dem","becker 2019"
"1617",1617,"Taxes",289,"Dem",25,20,21,14.6,"A","decentralized",1,1,NA,25,21,"Taxes","A1decentralized1Dem","becker 2019"
"1618",1618,"Election",335,"Dem",227,228,226,224.6,"A","decentralized",1,1,NA,227,226,"Election","A1decentralized1Dem","becker 2019"
"1619",1619,"Election",313,"Dem",159,147,188,224.6,"A","decentralized",1,1,NA,159,188,"Election","A1decentralized1Dem","becker 2019"
"1620",1620,"Election",326,"Dem",1,NA,200.69,224.6,"A","decentralized",1,1,NA,1,200.69,"Election","A1decentralized1Dem","becker 2019"
"1621",1621,"Election",298,"Dem",240,220,225,224.6,"A","decentralized",1,1,NA,240,225,"Election","A1decentralized1Dem","becker 2019"
"1622",1622,"Taxes",295,"Dem",17,17,30,14.6,"A","decentralized",1,1,NA,17,30,"Taxes","A1decentralized1Dem","becker 2019"
"1623",1623,"Taxes",326,"Dem",25,30,25,14.6,"A","decentralized",1,1,NA,25,25,"Taxes","A1decentralized1Dem","becker 2019"
"1624",1624,"Taxes",335,"Dem",20,14,15,14.6,"A","decentralized",1,1,NA,20,15,"Taxes","A1decentralized1Dem","becker 2019"
"1625",1625,"California",735,"Dem",40,61,61,60.2,"B","solo",1,1,NA,40,61,"California","B1solo1Dem","becker 2019"
"1626",1626,"Unemployment",668,"Dem",3,3.5,4,4.9,"B","solo",1,1,NA,3,4,"Unemployment","B1solo1Dem","becker 2019"
"1627",1627,"California",724,"Dem",30,50,60,60.2,"B","solo",1,1,NA,30,60,"California","B1solo1Dem","becker 2019"
"1628",1628,"California",660,"Dem",45,44.4,43.4,60.2,"B","solo",1,1,NA,45,43.4,"California","B1solo1Dem","becker 2019"
"1629",1629,"Election",832,"Repub",200,220,235,224.6,"B","solo",1,1,NA,200,235,"Election","B1solo1Repub","becker 2019"
"1630",1630,"Unemployment",698,"Repub",16,16,16,4.9,"B","solo",1,1,NA,16,16,"Unemployment","B1solo1Repub","becker 2019"
"1631",1631,"Unemployment",177,"Repub",45,80,80,4.9,"B","solo",1,1,NA,45,80,"Unemployment","B1solo1Repub","becker 2019"
"1632",1632,"Unemployment",737,"Repub",NA,NA,4.7,4.9,"B","solo",1,1,NA,NA,4.7,"Unemployment","B1solo1Repub","becker 2019"
"1633",1633,"Election",682,"Dem",186,213,117,224.6,"B","solo",1,1,NA,186,117,"Election","B1solo1Dem","becker 2019"
"1634",1634,"Taxes",657,"Dem",NA,17,22,14.6,"B","solo",1,1,NA,NA,22,"Taxes","B1solo1Dem","becker 2019"
"1635",1635,"Taxes",733,"Dem",17,17.5,17,14.6,"B","solo",1,1,NA,17,17,"Taxes","B1solo1Dem","becker 2019"
"1636",1636,"Election",733,"Dem",300,300,295,224.6,"B","solo",1,1,NA,300,295,"Election","B1solo1Dem","becker 2019"
"1637",1637,"Taxes",672,"Dem",24,28,20,14.6,"B","solo",1,1,NA,24,20,"Taxes","B1solo1Dem","becker 2019"
"1638",1638,"Taxes",177,"Repub",25,25,56,14.6,"B","solo",1,1,NA,25,56,"Taxes","B1solo1Repub","becker 2019"
"1639",1639,"Taxes",682,"Dem",23,19.3,16,14.6,"B","solo",1,1,NA,23,16,"Taxes","B1solo1Dem","becker 2019"
"1640",1640,"Taxes",127,"Repub",20,15,18,14.6,"B","solo",1,1,NA,20,18,"Taxes","B1solo1Repub","becker 2019"
"1641",1641,"California",691,"Repub",45,27,28,60.2,"B","solo",1,1,NA,45,28,"California","B1solo1Repub","becker 2019"
"1642",1642,"Election",668,"Dem",200,205,210,224.6,"B","solo",1,1,NA,200,210,"Election","B1solo1Dem","becker 2019"
"1643",1643,"Election",177,"Repub",1,1,1,224.6,"B","solo",1,1,NA,1,1,"Election","B1solo1Repub","becker 2019"
"1644",1644,"California",382,"Repub",56,62,64,60.2,"B","solo",1,1,NA,56,64,"California","B1solo1Repub","becker 2019"
"1645",1645,"Unemployment",325,"Repub",7,7,7,4.9,"B","solo",1,1,NA,7,7,"Unemployment","B1solo1Repub","becker 2019"
"1646",1646,"California",699,"Dem",82,40,35,60.2,"B","solo",1,1,NA,82,35,"California","B1solo1Dem","becker 2019"
"1647",1647,"Election",660,"Dem",200,34,NA,224.6,"B","solo",1,1,NA,200,NA,"Election","B1solo1Dem","becker 2019"
"1648",1648,"Unemployment",722,"Dem",10,5,5,4.9,"B","solo",1,1,NA,10,5,"Unemployment","B1solo1Dem","becker 2019"
"1649",1649,"Election",722,"Dem",280,250,250,224.6,"B","solo",1,1,NA,280,250,"Election","B1solo1Dem","becker 2019"
"1650",1650,"Unemployment",382,"Repub",5.4,4.6,6.4,4.9,"B","solo",1,1,NA,5.4,6.4,"Unemployment","B1solo1Repub","becker 2019"
"1651",1651,"Taxes",412,"Repub",23,23,20,14.6,"B","solo",1,1,NA,23,20,"Taxes","B1solo1Repub","becker 2019"
"1652",1652,"California",657,"Dem",56,63,66,60.2,"B","solo",1,1,NA,56,66,"California","B1solo1Dem","becker 2019"
"1653",1653,"California",242,"Repub",45,40,35,60.2,"B","solo",1,1,NA,45,35,"California","B1solo1Repub","becker 2019"
"1654",1654,"Unemployment",682,"Dem",80,43,17,4.9,"B","solo",1,1,NA,80,17,"Unemployment","B1solo1Dem","becker 2019"
"1655",1655,"California",832,"Repub",50,55,53,60.2,"B","solo",1,1,NA,50,53,"California","B1solo1Repub","becker 2019"
"1656",1656,"California",246,"Repub",75,77,86,60.2,"B","solo",1,1,NA,75,86,"California","B1solo1Repub","becker 2019"
"1657",1657,"California",687,"Dem",75,50,45,60.2,"B","solo",1,1,NA,75,45,"California","B1solo1Dem","becker 2019"
"1658",1658,"Taxes",522,"Repub",23.5,23,23,14.6,"B","solo",1,1,NA,23.5,23,"Taxes","B1solo1Repub","becker 2019"
"1659",1659,"Election",362,"Repub",240,240,240,224.6,"B","solo",1,1,NA,240,240,"Election","B1solo1Repub","becker 2019"
"1660",1660,"Unemployment",127,"Repub",8,8,8,4.9,"B","solo",1,1,NA,8,8,"Unemployment","B1solo1Repub","becker 2019"
"1661",1661,"Taxes",713,"Dem",18.5,15,20,14.6,"B","solo",1,1,NA,18.5,20,"Taxes","B1solo1Dem","becker 2019"
"1662",1662,"Election",127,"Repub",250,300,300,224.6,"B","solo",1,1,NA,250,300,"Election","B1solo1Repub","becker 2019"
"1663",1663,"Unemployment",522,"Repub",4,4.5,4.5,4.9,"B","solo",1,1,NA,4,4.5,"Unemployment","B1solo1Repub","becker 2019"
"1664",1664,"Unemployment",656,"Dem",5,6,5,4.9,"B","solo",1,1,NA,5,5,"Unemployment","B1solo1Dem","becker 2019"
"1665",1665,"California",127,"Repub",45,55,48,60.2,"B","solo",1,1,NA,45,48,"California","B1solo1Repub","becker 2019"
"1666",1666,"Election",814,"Repub",300,300,300,224.6,"B","solo",1,1,NA,300,300,"Election","B1solo1Repub","becker 2019"
"1667",1667,"Taxes",724,"Dem",35,39,28,14.6,"B","solo",1,1,NA,35,28,"Taxes","B1solo1Dem","becker 2019"
"1668",1668,"Taxes",668,"Dem",33,33,40,14.6,"B","solo",1,1,NA,33,40,"Taxes","B1solo1Dem","becker 2019"
"1669",1669,"California",862,"Repub",20,NA,6,60.2,"B","solo",1,1,NA,20,6,"California","B1solo1Repub","becker 2019"
"1670",1670,"Unemployment",412,"Repub",4.6,5,5,4.9,"B","solo",1,1,NA,4.6,5,"Unemployment","B1solo1Repub","becker 2019"
"1671",1671,"Election",242,"Repub",200,150,300,224.6,"B","solo",1,1,NA,200,300,"Election","B1solo1Repub","becker 2019"
"1672",1672,"California",698,"Repub",72,72,72,60.2,"B","solo",1,1,NA,72,72,"California","B1solo1Repub","becker 2019"
"1673",1673,"Unemployment",660,"Dem",6,4,5,4.9,"B","solo",1,1,NA,6,5,"Unemployment","B1solo1Dem","becker 2019"
"1674",1674,"Election",691,"Repub",150,175,250,224.6,"B","solo",1,1,NA,150,250,"Election","B1solo1Repub","becker 2019"
"1675",1675,"Election",653,"Dem",280,350,350,224.6,"B","solo",1,1,NA,280,350,"Election","B1solo1Dem","becker 2019"
"1676",1676,"Unemployment",814,"Repub",8,8,5,4.9,"B","solo",1,1,NA,8,5,"Unemployment","B1solo1Repub","becker 2019"
"1677",1677,"Election",1102,"Repub",275,280,284,224.6,"B","solo",1,1,NA,275,284,"Election","B1solo1Repub","becker 2019"
"1678",1678,"California",661,"Dem",63,38,38,60.2,"B","solo",1,1,NA,63,38,"California","B1solo1Dem","becker 2019"
"1679",1679,"California",729,"Dem",4,5,10,60.2,"B","solo",1,1,NA,4,10,"California","B1solo1Dem","becker 2019"
"1680",1680,"California",1078,"Repub",49,53,51,60.2,"B","solo",1,1,NA,49,51,"California","B1solo1Repub","becker 2019"
"1681",1681,"Election",382,"Repub",234,214,254,224.6,"B","solo",1,1,NA,234,254,"Election","B1solo1Repub","becker 2019"
"1682",1682,"Election",713,"Dem",250,300,312,224.6,"B","solo",1,1,NA,250,312,"Election","B1solo1Dem","becker 2019"
"1683",1683,"Unemployment",673,"Repub",8,7,7,4.9,"B","solo",1,1,NA,8,7,"Unemployment","B1solo1Repub","becker 2019"
"1684",1684,"California",733,"Dem",48,48,48,60.2,"B","solo",1,1,NA,48,48,"California","B1solo1Dem","becker 2019"
"1685",1685,"California",673,"Repub",65,60,62,60.2,"B","solo",1,1,NA,65,62,"California","B1solo1Repub","becker 2019"
"1686",1686,"California",325,"Repub",40,40,40,60.2,"B","solo",1,1,NA,40,40,"California","B1solo1Repub","becker 2019"
"1687",1687,"California",177,"Repub",50,25,45,60.2,"B","solo",1,1,NA,50,45,"California","B1solo1Repub","becker 2019"
"1688",1688,"Taxes",722,"Dem",20,20,15,14.6,"B","solo",1,1,NA,20,15,"Taxes","B1solo1Dem","becker 2019"
"1689",1689,"California",967,"Repub",17,17,17,60.2,"B","solo",1,1,NA,17,17,"California","B1solo1Repub","becker 2019"
"1690",1690,"Election",724,"Dem",240,220,227,224.6,"B","solo",1,1,NA,240,227,"Election","B1solo1Dem","becker 2019"
"1691",1691,"Taxes",698,"Repub",26,26,26,14.6,"B","solo",1,1,NA,26,26,"Taxes","B1solo1Repub","becker 2019"
"1692",1692,"Taxes",735,"Dem",18,23,NA,14.6,"B","solo",1,1,NA,18,NA,"Taxes","B1solo1Dem","becker 2019"
"1693",1693,"California",362,"Repub",43,43,43,60.2,"B","solo",1,1,NA,43,43,"California","B1solo1Repub","becker 2019"
"1694",1694,"Election",767,"Repub",227,227,227,224.6,"B","solo",1,1,NA,227,227,"Election","B1solo1Repub","becker 2019"
